source_repo	source_path	bytes	lines	ak_hits	disposition	target_path	status	reason
alaskaaicarousels	scripts/trend_check.py	18638	474	0	PORT_RETHEMED	scripts/carousel/trend_check.py	TODO	
alaskaaicarousels	supabase/README.md	5695	119	2	PORT_RETHEMED	supabase/README.md	TODO	
alaskaaicarousels	supabase/functions/stats/index.ts	2987	78	1	PORT_RETHEMED	supabase/functions/stats/index.ts	TODO	
alaskaaicarousels	supabase/functions/track/index.ts	5346	142	4	PORT_RETHEMED	supabase/functions/track/index.ts	TODO	
alaskaaicarousels	supabase/migrations/0001_readership.sql	7240	138	1	PORT_RETHEMED	supabase/migrations/0001_readership.sql	TODO	
alaskaaicarousels	supabase/migrations/0002_publish_drop_reasons.sql	3997	81	0	PORT_RETHEMED	supabase/migrations/0002_publish_drop_reasons.sql	TODO	
alaskaaicarousels	tests/akhachure_verify.py	9028	241	6	PORT_RETHEMED	tests/akhachure_verify.py	TODO	
alaskaaicarousels	tests/aksnow_probe.html	3662	91	5	PORT_RETHEMED	tests/aksnow_probe.html	TODO	
alaskaaicarousels	tests/aksnow_verify.py	8857	203	0	PORT_RETHEMED	tests/aksnow_verify.py	TODO	
alaskaaicarousels	tests/ask_engine.mjs	33530	717	46	PORT_RETHEMED	tests/ask_engine.mjs	DONE	
alaskaaicarousels	tests/beacon_fires.js	11071	254	0	PORT_RETHEMED	tests/beacon_fires.js	TODO	
alaskaaicarousels	tests/mobile_docket_map.js	13960	305	4	PORT_RETHEMED	tests/mobile_docket_map.js	TODO	
alaskaaicarousels	vendor/scanner/README.md	7463	157	4	REBUILD	vendor/scanner/README.md	TODO	vendored contract regenerates from TexasAIScanner
alaskaaicarousels	vendor/scanner/scan.html	41382	811	11	REBUILD	vendor/scanner/scan.html	TODO	vendored contract regenerates from TexasAIScanner
alaskaaicarousels	vendor/scanner/scan_routine.md	29323	543	10	REBUILD	vendor/scanner/scan_routine.md	TODO	vendored contract regenerates from TexasAIScanner
alaskaaicarousels	workers/ask/README.md	7190	169	3	PORT_RETHEMED	workers/ask/README.md	TODO	
alaskaaicarousels	workers/ask/checks.js	5928	118	2	PORT_RETHEMED	workers/ask/checks.js	TODO	
alaskaaicarousels	workers/ask/deep.js	6582	164	0	PORT_RETHEMED	workers/ask/deep.js	TODO	
alaskaaicarousels	workers/ask/test-deep.mjs	5681	136	2	PORT_RETHEMED	workers/ask/test-deep.mjs	TODO	
alaskaaicarousels	workers/ask/test.mjs	6845	141	11	PORT_RETHEMED	workers/ask/test.mjs	TODO	
alaskaaicarousels	workers/ask/worker.js	5470	130	3	PORT_RETHEMED	workers/ask/worker.js	TODO	
alaskaaicarousels	workers/ask/wrangler.toml	2142	41	1	PORT_RETHEMED	workers/ask/wrangler.toml	TODO	
alaska-ai-weekly	.claude/WORKLOG.md	24852	353	0	REBUILD	TexasAIDispatch:.claude/.md	TODO	
alaska-ai-weekly	.claude/agents/dispatch-fixer.md	6090	86	2	PORT_RETHEMED	TexasAIDispatch:.claude/agents/dispatch-fixer.md	TODO	
alaska-ai-weekly	.claude/agents/editor.md	2154	56	1	PORT_RETHEMED	TexasAIDispatch:.claude/agents/editor.md	TODO	
alaska-ai-weekly	.claude/agents/flow-critic.md	7678	106	0	PORT_RETHEMED	TexasAIDispatch:.claude/agents/flow-critic.md	TODO	
alaska-ai-weekly	.claude/agents/researcher.md	2643	70	15	PORT_RETHEMED	TexasAIDispatch:.claude/agents/researcher.md	TODO	
alaska-ai-weekly	.claude/agents/scorer.md	2732	61	0	PORT_RETHEMED	TexasAIDispatch:.claude/agents/scorer.md	TODO	
alaska-ai-weekly	.claude/agents/storyboard-critic.md	13147	168	4	PORT_RETHEMED	TexasAIDispatch:.claude/agents/storyboard-critic.md	TODO	
alaska-ai-weekly	.claude/agents/validator.md	1322	38	0	PORT_RETHEMED	TexasAIDispatch:.claude/agents/validator.md	TODO	
alaska-ai-weekly	.claude/agents/vo-director.md	3952	63	2	PORT_RETHEMED	TexasAIDispatch:.claude/agents/vo-director.md	TODO	
alaska-ai-weekly	.claude/agents/writer.md	5373	117	8	PORT_RETHEMED	TexasAIDispatch:.claude/agents/writer.md	TODO	
alaska-ai-weekly	.claude/settings.json	564	34	0	REBUILD	TexasAIDispatch:.claude/.json	TODO	
alaska-ai-weekly	.claude/settings.local.json	242	18	0	REBUILD	TexasAIDispatch:.claude/.local.json	TODO	
alaska-ai-weekly	.claude/skills/alaska-ai-brief/SKILL.md	5579	105	31	PORT_RETHEMED	TexasAIDispatch:.claude/skills/texas-brief/SKILL.md	TODO	
alaska-ai-weekly	.claude/skills/alaska-ai-brief/build_template.py	12650	356	20	PORT_RETHEMED	TexasAIDispatch:.claude/skills/texas-brief/build_template.py	TODO	
alaska-ai-weekly	.claude/skills/alaska-ai-brief/fonts/Fraunces-Italic-Var.ttf	414904	0	0	PORT_RETHEMED	TexasAIDispatch:.claude/skills/texas-brief/fonts/Fraunces-Italic-Var.ttf	TODO	
alaska-ai-weekly	.claude/skills/alaska-ai-brief/fonts/Fraunces-Var.ttf	360440	0	0	PORT_RETHEMED	TexasAIDispatch:.claude/skills/texas-brief/fonts/Fraunces-Var.ttf	TODO	
alaska-ai-weekly	.claude/skills/alaska-ai-brief/fonts/JetBrainsMono-Bold.ttf	274096	0	0	PORT_RETHEMED	TexasAIDispatch:.claude/skills/texas-brief/fonts/JetBrainsMono-Bold.ttf	TODO	
alaska-ai-weekly	.claude/skills/alaska-ai-brief/fonts/JetBrainsMono-Medium.ttf	270316	0	0	PORT_RETHEMED	TexasAIDispatch:.claude/skills/texas-brief/fonts/JetBrainsMono-Medium.ttf	TODO	
alaska-ai-weekly	.claude/skills/alaska-ai-brief/fonts/JetBrainsMono-Regular.ttf	270224	0	0	PORT_RETHEMED	TexasAIDispatch:.claude/skills/texas-brief/fonts/JetBrainsMono-Regular.ttf	TODO	
alaska-ai-weekly	.claude/skills/alaska-dispatch/SKILL.md	5943	76	13	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_archive.py	10456	162	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_build.py	3258	99	4	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_launchcall.py	8708	147	2	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_owl.py	8914	143	2	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_teaching.py	10282	178	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_thelid.py	9960	157	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_tundra.py	10373	164	5	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_v2.py	5292	93	1	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_v3.py	6370	79	2	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/audio_voiss.py	11703	183	1	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/build_vo.py	6888	144	7	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/build_voiss.py	6883	142	4	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/chrome_tundra.py	20900	384	17	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/craft.py	3929	74	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/demo_craft.py	7573	129	8	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/demo_dimensional.py	8986	209	1	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/dimensional.py	18272	377	1	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/dispatch_core.py	16045	271	6	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/easing.py	3508	87	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/post_grade.py	3279	82	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/poster_v3_9x16.png	2478788	0	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/quality_gate.py	31908	462	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/render_archive.py	35131	704	3	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/render_launchcall.py	50912	820	43	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/render_owl.py	38230	639	42	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/render_teaching.py	54540	920	7	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/render_thelid.py	28574	587	2	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/render_v2.py	21191	399	23	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/render_v3.py	15745	333	22	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/render_voiss.py	44558	796	7	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/resume_render.sh	457	7	3	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo60.py	3945	61	4	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo_archive.py	7008	134	2	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo_backends.py	11437	258	1	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo_build_minerals.py	4536	88	6	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo_build_tundra.py	2463	53	3	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo_gemini.py	5711	127	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo_launchcall.py	4466	85	4	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo_qc.py	8734	211	1	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo_teaching.py	8700	170	0	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/alaska-dispatch/vo_thelid.py	6998	137	3	DROP		DROPPED	retired engine, explicitly, at dispatch_routine.md:530
alaska-ai-weekly	.claude/skills/deep-research-ak/SKILL.md	1907	38	21	REBUILD	TexasAIDispatch:.claude/skills/deep-research-tx/SKILL.md	TODO	100 percent Alaska search vocabulary
alaska-ai-weekly	.githooks/post-commit	1459	29	0	PORT_VERBATIM	TexasAIDispatch:.githooks/post-commit	TODO	the auto-push guardrail earns its place in every repo
alaska-ai-weekly	.gitignore	1477	42	21	PORT_VERBATIM	TexasAIDispatch:.gitignore	TODO	
alaska-ai-weekly	.mcp.json	23	3	0	PORT_VERBATIM	TexasAIDispatch:.mcp.json	TODO	
alaska-ai-weekly	CLAUDE.md	6731	113	15	REBUILD	TexasAIDispatch:CLAUDE.md	TODO	
alaska-ai-weekly	README.md	2308	55	9	REBUILD	TexasAIDispatch:README.md	TODO	
alaska-ai-weekly	assets/sfx/MANIFEST.md	3291	51	0	PORT_VERBATIM	TexasAIDispatch:assets/sfx/MANIFEST.md	TODO	original synthesis and CC0, fully state-agnostic
alaska-ai-weekly	assets/sfx/real/manifest.json	14441	334	0	PORT_VERBATIM	TexasAIDispatch:assets/sfx/real/manifest.json	TODO	original synthesis and CC0, fully state-agnostic
alaska-ai-weekly	assets/voice/README.md	2164	45	4	REBUILD	TexasAIDispatch:assets/voice/README.md	TODO	Texas gets its own narrator persona
alaska-ai-weekly	config/brand.yaml	8234	84	18	PORT_RETHEMED	TexasAIDispatch:config/brand.yaml	TODO	
alaska-ai-weekly	config/composition_axes.yaml	8561	127	6	PORT_RETHEMED	TexasAIDispatch:config/composition_axes.yaml	TODO	
alaska-ai-weekly	config/dispatch_rubric.yaml	7937	107	5	PORT_RETHEMED	TexasAIDispatch:config/dispatch_rubric.yaml	TODO	
alaska-ai-weekly	config/eval_ledger.yaml	6868	185	3	REBUILD	TexasAIDispatch:config/eval_ledger.yaml	TODO	Alaska's ledger memory; starting non-empty breaks the divergence gates
alaska-ai-weekly	config/linkedin_caption_rubric.yaml	4335	63	7	PORT_RETHEMED	TexasAIDispatch:config/linkedin_caption_rubric.yaml	TODO	
alaska-ai-weekly	config/music_sources.yaml	6918	138	0	PORT_RETHEMED	TexasAIDispatch:config/music_sources.yaml	TODO	
alaska-ai-weekly	config/owner_release.json	697	7	0	REBUILD	TexasAIDispatch:config/owner_release.json	TODO	Alaska's ledger memory; starting non-empty breaks the divergence gates
alaska-ai-weekly	config/panel_protocol.md	3730	68	0	PORT_RETHEMED	TexasAIDispatch:config/panel_protocol.md	TODO	
alaska-ai-weekly	config/scoring_rubric.yaml	2081	48	2	PORT_RETHEMED	TexasAIDispatch:config/scoring_rubric.yaml	TODO	
alaska-ai-weekly	config/shot_structure.yaml	12671	152	1	PORT_RETHEMED	TexasAIDispatch:config/shot_structure.yaml	TODO	
alaska-ai-weekly	config/sources.yaml	4318	49	31	PORT_RETHEMED	TexasAIDispatch:config/sources.yaml	TODO	
alaska-ai-weekly	config/state.yaml	59880	1556	218	REBUILD	TexasAIDispatch:config/state.yaml	TODO	Alaska's ledger memory; starting non-empty breaks the divergence gates
alaska-ai-weekly	config/visual_flow.yaml	6427	84	2	PORT_RETHEMED	TexasAIDispatch:config/visual_flow.yaml	TODO	
alaska-ai-weekly	config/voices.yaml	7823	89	2	PORT_RETHEMED	TexasAIDispatch:config/voices.yaml	TODO	
alaska-ai-weekly	docs/EVAL_REPEAT_OFFENDERS.md	3762	62	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/EVAL_REPEAT_OFFENDERS.md	TODO	
alaska-ai-weekly	docs/LAUNCH.md	2277	37	4	PORT_RETHEMED	TexasAIDispatch:knowledge/video/LAUNCH.md	TODO	
alaska-ai-weekly	docs/ROUTINE_SPEC.md	40017	466	37	DROP		DROPPED	superseded generation of the master prompt; history only
alaska-ai-weekly	docs/RUN_UPGRADES.md	175653	2321	142	REBUILD	TexasAIDispatch:docs/RUN_UPGRADES.md	TODO	Alaska's run history; Texas starts empty
alaska-ai-weekly	docs/UPGRADE_BACKLOG.md	8707	124	17	PORT_RETHEMED	TexasAIDispatch:knowledge/video/UPGRADE_BACKLOG.md	TODO	
alaska-ai-weekly	docs/VIDEO_PRODUCTION_STANDARD.md	28499	334	38	PORT_RETHEMED	TexasAIDispatch:knowledge/video/VIDEO_PRODUCTION_STANDARD.md	TODO	
alaska-ai-weekly	docs/WORLD_CLASS.md	7719	108	2	PORT_RETHEMED	TexasAIDispatch:knowledge/video/WORLD_CLASS.md	TODO	
alaska-ai-weekly	docs/craft/ALASKA_NOSTALGIA.md	4824	69	32	REBUILD	TexasAIDispatch:knowledge/video/ALASKA_NOSTALGIA.md	TODO	the two files that are purely local flavor; Texas writes its own
alaska-ai-weekly	docs/craft/ANCHORAGE_LANDMARKS.md	3217	46	21	REBUILD	TexasAIDispatch:knowledge/video/ANCHORAGE_LANDMARKS.md	TODO	the two files that are purely local flavor; Texas writes its own
alaska-ai-weekly	docs/craft/CHOREOGRAPHY.md	11003	166	1	PORT_RETHEMED	TexasAIDispatch:knowledge/video/CHOREOGRAPHY.md	TODO	
alaska-ai-weekly	docs/craft/CINEMATIC_SCENE_CRAFT.md	18741	286	11	PORT_RETHEMED	TexasAIDispatch:knowledge/video/CINEMATIC_SCENE_CRAFT.md	TODO	
alaska-ai-weekly	docs/craft/DIMENSIONAL_CRAFT.md	10508	148	1	DROP		DROPPED	doctrine for the retired raymarcher
alaska-ai-weekly	docs/craft/DIRECTORS_ROOM.md	4678	72	4	PORT_RETHEMED	TexasAIDispatch:knowledge/video/DIRECTORS_ROOM.md	TODO	
alaska-ai-weekly	docs/craft/DISPATCH_STANDARD.md	14633	232	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/DISPATCH_STANDARD.md	TODO	
alaska-ai-weekly	docs/craft/ENGAGEMENT.md	15845	256	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/ENGAGEMENT.md	TODO	
alaska-ai-weekly	docs/craft/FISHCRAFT.md	4346	64	4	PORT_RETHEMED	TexasAIDispatch:knowledge/video/FISHCRAFT.md	TODO	
alaska-ai-weekly	docs/craft/HERO_CRAFT.md	5282	80	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/HERO_CRAFT.md	TODO	
alaska-ai-weekly	docs/craft/HOOK_CRAFT.md	4688	76	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/HOOK_CRAFT.md	TODO	
alaska-ai-weekly	docs/craft/INFOGRAPHIC_2_5D.md	5405	83	2	PORT_RETHEMED	TexasAIDispatch:knowledge/video/INFOGRAPHIC_2_5D.md	TODO	
alaska-ai-weekly	docs/craft/README.md	3460	57	1	PORT_RETHEMED	TexasAIDispatch:knowledge/video/README.md	TODO	
alaska-ai-weekly	docs/craft/STAGE3D.md	3555	57	3	PORT_RETHEMED	TexasAIDispatch:knowledge/video/STAGE3D.md	TODO	
alaska-ai-weekly	docs/craft/TWO_MINUTE_UPGRADE.md	10179	176	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/TWO_MINUTE_UPGRADE.md	TODO	
alaska-ai-weekly	docs/craft/VISUAL_FLOW.md	15108	235	2	PORT_RETHEMED	TexasAIDispatch:knowledge/video/VISUAL_FLOW.md	TODO	
alaska-ai-weekly	docs/craft/VOICE_AND_SCORE.md	5660	86	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/VOICE_AND_SCORE.md	TODO	
alaska-ai-weekly	docs/craft/VO_DIRECTION.md	11767	183	1	PORT_RETHEMED	TexasAIDispatch:knowledge/video/VO_DIRECTION.md	TODO	
alaska-ai-weekly	docs/craft/img/anchorage_skyline_2026-07-21.jpg	61512	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/img/anchorage_skyline_2026-07-21.jpg	TODO	
alaska-ai-weekly	docs/craft/img/fish_sheet_2026-07-21.jpg	86713	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/img/fish_sheet_2026-07-21.jpg	TODO	
alaska-ai-weekly	docs/craft/proof/RESULT.md	2935	44	3	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof/RESULT.md	TODO	
alaska-ai-weekly	docs/craft/proof/code/proof_scenes.py	12378	203	10	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof/code/proof_scenes.py	TODO	
alaska-ai-weekly	docs/craft/proof/contact.png	760857	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof/contact.png	TODO	
alaska-ai-weekly	docs/craft/proof/proof_storyboard.json	4365	150	4	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof/proof_storyboard.json	TODO	
alaska-ai-weekly	docs/craft/proof/stills/1_river_map.png	557964	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof/stills/1_river_map.png	TODO	
alaska-ai-weekly	docs/craft/proof/stills/2_carry_inflight.png	497708	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof/stills/2_carry_inflight.png	TODO	
alaska-ai-weekly	docs/craft/proof/stills/3_runcurve_peak.png	498725	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof/stills/3_runcurve_peak.png	TODO	
alaska-ai-weekly	docs/craft/proof/stills/4_graphic_match_ridge.png	562929	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof/stills/4_graphic_match_ridge.png	TODO	
alaska-ai-weekly	docs/craft/proof/stills/5_wordmark.png	587241	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof/stills/5_wordmark.png	TODO	
alaska-ai-weekly	docs/craft/proof-smooth/RESULT.md	2407	38	3	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof-smooth/RESULT.md	TODO	
alaska-ai-weekly	docs/craft/proof-smooth/code/demo_smooth.py	13271	217	11	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof-smooth/code/demo_smooth.py	TODO	
alaska-ai-weekly	docs/craft/proof-smooth/contact.png	905811	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof-smooth/contact.png	TODO	
alaska-ai-weekly	docs/craft/proof-smooth/stills/1_river.png	680738	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof-smooth/stills/1_river.png	TODO	
alaska-ai-weekly	docs/craft/proof-smooth/stills/2_morph_river_to_curve.png	613373	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof-smooth/stills/2_morph_river_to_curve.png	TODO	
alaska-ai-weekly	docs/craft/proof-smooth/stills/3_data_runcurve.png	352228	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof-smooth/stills/3_data_runcurve.png	TODO	
alaska-ai-weekly	docs/craft/proof-smooth/stills/4_morph_curve_to_ridge.png	523089	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof-smooth/stills/4_morph_curve_to_ridge.png	TODO	
alaska-ai-weekly	docs/craft/proof-smooth/stills/5_mountain.png	513376	0	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof-smooth/stills/5_mountain.png	TODO	
alaska-ai-weekly	docs/craft/proof-smooth/storyboard.json	2920	114	4	PORT_RETHEMED	TexasAIDispatch:knowledge/video/proof-smooth/storyboard.json	TODO	
alaska-ai-weekly	docs/craft/research/1-cut-grammar-and-rhythm.md	21330	249	7	PORT_VERBATIM	TexasAIDispatch:knowledge/video/research/1-cut-grammar-and-rhythm.md	TODO	raw craft dossiers, state-agnostic
alaska-ai-weekly	docs/craft/research/2-scene-breaks-world-transitions.md	23345	258	3	PORT_VERBATIM	TexasAIDispatch:knowledge/video/research/2-scene-breaks-world-transitions.md	TODO	raw craft dossiers, state-agnostic
alaska-ai-weekly	docs/craft/research/3-shot-grammar-sequence-construction.md	32404	435	8	PORT_VERBATIM	TexasAIDispatch:knowledge/video/research/3-shot-grammar-sequence-construction.md	TODO	raw craft dossiers, state-agnostic
alaska-ai-weekly	docs/craft/research/4-motivated-camera-movement.md	22168	283	2	PORT_VERBATIM	TexasAIDispatch:knowledge/video/research/4-motivated-camera-movement.md	TODO	raw craft dossiers, state-agnostic
alaska-ai-weekly	docs/craft/research/5-documentary-essayistic-craft.md	21325	253	1	PORT_VERBATIM	TexasAIDispatch:knowledge/video/research/5-documentary-essayistic-craft.md	TODO	raw craft dossiers, state-agnostic
alaska-ai-weekly	docs/craft/research/6-title-hud-data-motion-graphics.md	26846	297	5	PORT_VERBATIM	TexasAIDispatch:knowledge/video/research/6-title-hud-data-motion-graphics.md	TODO	raw craft dossiers, state-agnostic
alaska-ai-weekly	docs/research/engagement/audio.json	3453	28	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/research/engagement/audio.json	TODO	
alaska-ai-weekly	docs/research/engagement/coolness.json	5898	38	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/research/engagement/coolness.json	TODO	
alaska-ai-weekly	docs/research/engagement/interrupts.json	5642	43	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/research/engagement/interrupts.json	TODO	
alaska-ai-weekly	docs/research/engagement/retention.json	5430	33	0	PORT_RETHEMED	TexasAIDispatch:knowledge/video/research/engagement/retention.json	TODO	
alaska-ai-weekly	examples/post_001.md	2850	28	11	REBUILD	TexasAIDispatch:examples/post_001.md	TODO	
alaska-ai-weekly	prompts/dispatch_routine.md	127209	1765	52	PORT_RETHEMED	TexasAIDispatch:prompts/dispatch_routine.md	TODO	
alaska-ai-weekly	prompts/routine_instructions.md	25135	307	23	DROP		DROPPED	stale legacy prompt for the retired 3D engine, not the Facebook routine
alaska-ai-weekly	requirements.txt	72	5	0	PORT_VERBATIM	TexasAIDispatch:requirements.txt	TODO	
alaska-ai-weekly	scripts/_join_periods.py	4165	91	4	PORT_RETHEMED	TexasAIDispatch:scripts/_join_periods.py	TODO	
alaska-ai-weekly	scripts/align_captions.py	5090	106	0	PORT_RETHEMED	TexasAIDispatch:scripts/align_captions.py	TODO	
alaska-ai-weekly	scripts/align_lines_minerals.py	5043	102	0	PORT_RETHEMED	TexasAIDispatch:scripts/align_lines_minerals.py	TODO	
alaska-ai-weekly	scripts/audio_evidence.py	7569	167	0	PORT_RETHEMED	TexasAIDispatch:scripts/audio_evidence.py	TODO	
alaska-ai-weekly	scripts/audio_report.py	7134	146	0	PORT_RETHEMED	TexasAIDispatch:scripts/audio_report.py	TODO	
alaska-ai-weekly	scripts/beat_delivery.py	6510	144	0	PORT_RETHEMED	TexasAIDispatch:scripts/beat_delivery.py	TODO	
alaska-ai-weekly	scripts/beat_events.py	10218	214	0	PORT_RETHEMED	TexasAIDispatch:scripts/beat_events.py	TODO	
alaska-ai-weekly	scripts/build_evidence.py	15286	249	0	PORT_RETHEMED	TexasAIDispatch:scripts/build_evidence.py	TODO	
alaska-ai-weekly	scripts/build_scenes.py	18803	269	8	PORT_RETHEMED	TexasAIDispatch:scripts/build_scenes.py	TODO	
alaska-ai-weekly	scripts/build_sfx_library.py	18333	416	0	PORT_RETHEMED	TexasAIDispatch:scripts/build_sfx_library.py	TODO	
alaska-ai-weekly	scripts/caption_band_check.py	10619	229	0	PORT_RETHEMED	TexasAIDispatch:scripts/caption_band_check.py	TODO	
alaska-ai-weekly	scripts/caption_check.py	15466	227	0	PORT_RETHEMED	TexasAIDispatch:scripts/caption_check.py	TODO	
alaska-ai-weekly	scripts/caption_rechunk.py	9647	192	7	PORT_RETHEMED	TexasAIDispatch:scripts/caption_rechunk.py	TODO	
alaska-ai-weekly	scripts/caption_spelling_check.py	3481	76	1	PORT_RETHEMED	TexasAIDispatch:scripts/caption_spelling_check.py	TODO	
alaska-ai-weekly	scripts/captions_from_words.py	5736	124	0	PORT_RETHEMED	TexasAIDispatch:scripts/captions_from_words.py	TODO	
